Samples,FlowPattern,Vsl,Vsg,VisL,VisG,DenL,DenG,ST,Ang,ID,FPLabels
967,5,0.16013,6.29235,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
968,3,0.063,6.3,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,SW
969,3,1,2.5,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
970,5,2.56915,6.27226,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,I
971,5,1.66193,0.03786,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
972,4,0.10162,24.829,0.001,2.00E-05,1000,1.8,0.07,-70,0.051,A
973,4,0.1,25,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,A
974,5,0.10033,6.41941,0.001,2.00E-05,1000,1.8,0.07,70,0.025,I
975,4,0.25,10,0.001,2.00E-05,1000,1.8,0.07,10,0.025,A
976,5,0.1,0.4,0.001,2.00E-05,1000,1.8,0.07,1,0.025,I
977,5,4,2.5,0.001,2.00E-05,1000,1.8,0.07,5,0.051,I
978,5,0.16,10,0.001,2.00E-05,1000,1.8,0.07,5,0.051,I
979,3,0.00401,24.7002,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,SW
980,4,0.62152,25.1662,0.001,2.00E-05,1000,1.8,0.07,70,0.025,A
981,7,0.00601,0.09889,0.001,2.00E-05,1000,1.8,0.07,70,0.051,B
982,4,0.015,25,0.001,2.00E-05,1000,1.8,0.07,0,0.025,A
983,5,0.98438,3.93772,0.001,2.00E-05,1000,1.8,0.07,70,0.051,I
984,5,1,2.5,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,I
985,4,0.26603,17.1544,0.001,2.00E-05,1000,1.8,0.07,15,0.025,A
986,5,2.57783,3.85775,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,I
987,5,0.06,0.04,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,I
988,5,1.67353,0.58294,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
989,5,0.1,0.1,0.001,2.00E-05,1000,1.8,0.07,1,0.025,I
990,4,0.0152,14.7863,0.001,2.00E-05,1000,1.8,0.07,20,0.051,A
991,5,0.00225,6.14747,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
992,5,0.07543,0.58746,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
993,5,0.40213,1.01358,0.001,2.00E-05,1000,1.8,0.07,20,0.025,I
994,4,0.16,25,0.001,2.00E-05,1000,1.8,0.07,2,0.051,A
995,7,0.58639,0.14847,0.001,2.00E-05,1000,1.8,0.07,70,0.051,B
996,5,0.25,6.3,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
997,5,0.00395,0.99282,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
998,5,1.5,1,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,I
999,5,1.74474,0.09306,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
1000,5,0.24204,9.84798,0.001,2.00E-05,1000,1.8,0.07,70,0.025,I
1001,2,0.0016,0.016,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,SS
1002,3,0.01056,0.01536,0.001,2.00E-05,1000,1.8,0.07,-70,0.051,SW
1003,5,0.40067,0.02433,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
1004,1,4.14295,0.6043,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,DB
1005,5,1.09854,0.09627,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
1006,3,0.00159,9.42417,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,SW
1007,1,2.55403,0.2537,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,DB
1008,7,0.41092,0.02426,0.001,2.00E-05,1000,1.8,0.07,85,0.051,B
1009,3,0.025,6.3,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,SW
1010,2,0.04,0.63,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SS
1011,5,0.03932,0.03652,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
1012,1,2.49795,0.06,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,DB
1013,1,2.5,0.16,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,DB
1014,1,4,0.63,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,DB
1015,5,0.10609,5.82942,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
1016,1,2.55955,0.15189,0.001,2.00E-05,1000,1.8,0.07,15,0.051,DB
1017,5,0.03685,6.24587,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
1018,4,0.00391,25.0807,0.001,2.00E-05,1000,1.8,0.07,15,0.051,A
1019,5,1,1.6,0.001,2.00E-05,1000,1.8,0.07,1,0.025,I
1020,5,0.09061,2.57856,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,I
1021,3,1.6,0.16,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,SW
1022,5,2.44172,0.97201,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
1023,5,0.43531,6.32649,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
1024,5,0.10416,3.87378,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
1025,7,0.23187,0.02494,0.001,2.00E-05,1000,1.8,0.07,90,0.051,B
1026,5,0.6,15,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
1027,5,1,1.6,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,I
1028,1,2.95682,0.63187,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,DB
1029,5,1.5,0.015,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,I
1030,5,0.10447,0.1433,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
1031,4,0.86767,39.6299,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,A
1032,5,0.1622,0.02371,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
1033,4,0.15,10,0.001,2.00E-05,1000,1.8,0.07,10,0.025,A
1034,5,0.00628,4.00104,0.001,2.00E-05,1000,1.8,0.07,30,0.025,I
1035,5,0.1,1,0.001,2.00E-05,1000,1.8,0.07,1,0.025,I
1036,4,0.41898,0.09833,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,A
1037,5,0.00644,0.61648,0.001,2.00E-05,1000,1.8,0.07,30,0.025,I
1038,5,0.0604,9.76529,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
1039,3,2.5,1.6,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
1040,5,0.00994,0.08977,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
1041,5,1.57627,0.25057,0.001,2.00E-05,1000,1.8,0.07,30,0.025,I
1042,5,1,0.16,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
1043,4,0.15573,14.304,0.001,2.00E-05,1000,1.8,0.07,50,0.051,A
1044,3,0.025,15,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,SW
1045,5,0.4,0.025,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,I
1046,4,0.025,25,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,A
1047,5,0.00403,6.60287,0.001,2.00E-05,1000,1.8,0.07,70,0.051,I
1048,4,0.02379,14.2078,0.001,2.00E-05,1000,1.8,0.07,50,0.051,A
1049,4,0.063,25,0.001,2.00E-05,1000,1.8,0.07,1,0.051,A
1050,4,0.2238,24.958,0.001,2.00E-05,1000,1.8,0.07,90,0.051,A
1051,5,0.0025,0.63,0.001,2.00E-05,1000,1.8,0.07,1,0.051,I
1052,5,1.6,0.4,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
1053,5,0.00989,3.92419,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
1054,5,0.27713,0.02318,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
1055,2,0.1,0.025,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SS
1056,5,0.11348,3.90699,0.001,2.00E-05,1000,1.8,0.07,85,0.051,I
1057,5,0.00366,0.15289,0.001,2.00E-05,1000,1.8,0.07,70,0.025,I
1058,3,1.67024,1.56942,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,SW
1059,5,0.03945,6.45651,0.001,2.00E-05,1000,1.8,0.07,70,0.025,I
1060,5,0.01,0.6,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,I
1061,3,2.42598,3.82993,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,SW
1062,5,1.63789,3.86775,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
1063,3,0.01,4,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,SW
1064,5,0.97694,0.1549,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,I
1065,3,0.1,6.3,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,SW
1066,5,2.44653,3.91428,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
1067,4,0.4,15,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,A
1068,5,0.01,0.04,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
1069,5,0.01,0.16,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
1070,5,0.36641,0.1488,0.001,2.00E-05,1000,1.8,0.07,30,0.025,I
1071,3,1,0.1,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
1072,5,0.7394,6.43725,0.001,2.00E-05,1000,1.8,0.07,85,0.051,I
1073,1,1.82102,0.04,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,DB
1074,3,0.02748,9.95443,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,SW
1075,1,2.9,0.6,0.001,2.00E-05,1000,1.8,0.07,0,0.025,DB
1076,3,0.01,4,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,SW
1077,4,0.04,16,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,A
1078,5,2.38005,1.66321,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,I
1079,5,0.4,2.5,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,I
1080,5,0.01,1,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,I
1081,5,0.03751,0.09603,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,I
1082,5,0.00947,0.15694,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
1083,4,0.0376,13.8082,0.001,2.00E-05,1000,1.8,0.07,50,0.051,A
1084,5,0.27265,15.3993,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
1085,4,0.01,25,0.001,2.00E-05,1000,1.8,0.07,0,0.025,A
1086,5,1.03634,1.5171,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
1087,5,0.04098,0.09701,0.001,2.00E-05,1000,1.8,0.07,50,0.025,I
1088,5,0.09385,0.38967,0.001,2.00E-05,1000,1.8,0.07,30,0.025,I
1089,5,2.13474,0.03798,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
1090,5,0.01,1,0.001,2.00E-05,1000,1.8,0.07,5,0.051,I
1091,4,0.04,25,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,A
1092,5,0.02425,2.51857,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
1093,5,0.99412,1,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
1094,2,0.025,1.6,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SS
1095,5,1.6,0.16,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
1096,5,0.01496,6.68927,0.001,2.00E-05,1000,1.8,0.07,30,0.025,I
1097,3,0.01031,15.6304,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,SW
1098,5,0.06135,0.02371,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
1099,5,0.07292,5.87713,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
1100,3,0.02506,0.03684,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,SW
1101,4,0.00397,2.47767,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,A
1102,3,0.063,10,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,SW
1103,4,0.1,10,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,A
1104,5,0.03786,5.89781,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,I
1105,1,4,1.5,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,DB
1106,4,0.14768,15.1716,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,A
1107,3,0.4,0.1,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
1108,3,0.004,16,0.001,2.00E-05,1000,1.8,0.07,10,0.051,SW
1109,5,0.004,2.5,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,I
1110,5,0.09812,2.52619,0.001,2.00E-05,1000,1.8,0.07,30,0.025,I
1111,4,0.6414,15.51,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,A
1112,5,0.0092,0.24263,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
1113,5,1.0079,1.67729,0.001,2.00E-05,1000,1.8,0.07,20,0.025,I
1114,1,4,0.4,0.001,2.00E-05,1000,1.8,0.07,2,0.051,DB
1115,5,0.10366,6.55709,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
1116,1,2.56843,0.0626,0.001,2.00E-05,1000,1.8,0.07,-70,0.051,DB
1117,4,0.10107,25.8364,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,A
1118,5,0.6,1,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
1119,7,0.00982,0.02405,0.001,2.00E-05,1000,1.8,0.07,90,0.051,B
1120,5,0.16,0.63,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
1121,1,2.6,0.04,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,DB
1122,5,1,0.1,0.001,2.00E-05,1000,1.8,0.07,5,0.025,I
1123,5,2.5641,3.80017,0.001,2.00E-05,1000,1.8,0.07,70,0.051,I
1124,4,0.05408,14.4522,0.001,2.00E-05,1000,1.8,0.07,90,0.051,A
1125,4,0.25,10,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,A
1126,3,0.063,16,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
1127,3,0.1,10,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,SW
1128,5,0.63,4,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,I
1129,4,0.25,25,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,A
1130,5,0.0025,0.63,0.001,2.00E-05,1000,1.8,0.07,2,0.051,I
1131,5,0.09856,6.34675,0.001,2.00E-05,1000,1.8,0.07,50,0.025,I
1132,2,0.16,0.4,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SS
1133,4,0.06713,26.0039,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,A
1134,3,1.03285,0.01526,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,SW
1135,3,0.15613,0.09956,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,SW
